"id","country","district","gender","trial","item_A","item_B","item_C","best_overall","worst_overall","best_taste","worst_taste","best_color","worst_color","best_describe","worst_describe","community","age","geno_test","region"
902,"Ghana","Northern","Man","community","PGN16092-6","SARI-Nyumingre (Obare)","PGN16203-18","B","A",NA,NA,NA,NA,NA,NA,"Katinga","30","variety_trial",NA
904,"Ghana","Northern","Man","community","PGN16130-4","PGN14011-24","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
907,"Ghana","Northern","Man","community","CRI-Apomuden","PGN16203-18","SARI-Nyumingre (Obare)","C","B",NA,NA,NA,NA,NA,NA,"Katinga","18","variety_trial",NA
910,"Ghana","Northern","Man","community","PGN14011-24","SARI-Nan","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
912,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Katinga","32","variety_trial",NA
914,"Ghana","Northern","Man","community","SARI-Nan","PGN16021-39","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"Katinga","30","variety_trial",NA
915,"Ghana","Northern","Man","community","CRI-Apomuden","PGN16024-27","CRI-Ligri","A","C",NA,NA,NA,NA,NA,NA,"Katinga","17","variety_trial",NA
917,"Ghana","Northern","Man","community","CRI-Ligri","PGN16024-28","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"Katinga","49","variety_trial",NA
919,"Ghana","Northern","Man","community","PGN16021-39","SARI-Diedi (Tu-Purple)","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
922,"Ghana","Northern","Woman","community","PGN16024-27","PGN16092-6","PGN16021-39","C","A",NA,NA,NA,NA,NA,NA,"Katinga","44","variety_trial",NA
924,"Ghana","Northern","Man","community","PGN16024-27","PGN16130-4","PGN16024-28","C","B",NA,NA,NA,NA,NA,NA,"Katinga","35","variety_trial",NA
925,"Ghana","Northern","Man","community","PGN16024-28","PGN16030-30","PGN16203-18","C","B",NA,NA,NA,NA,NA,NA,"Katinga","19","variety_trial",NA
929,"Ghana","Northern","Man","community","PGN14011-24","PGN16092-6","PGN16030-30","B","C",NA,NA,NA,NA,NA,NA,"Katinga","18","variety_trial",NA
931,"Ghana","Northern","Woman","community","PGN16130-4","SARI-Nyumingre (Obare)","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"Katinga","25","variety_trial",NA
932,"Ghana","Northern","Woman","community","PGN16130-4","SARI-Nan","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
934,"Ghana","Northern","Man","community","PGN16203-18","PGN14011-24","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Katinga","21","variety_trial",NA
935,"Ghana","Northern","Man","community","CRI-Ligri","PGN14011-24","SARI-Nyumingre (Obare)","B","A",NA,NA,NA,NA,NA,NA,"Katinga","30","variety_trial",NA
938,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","SARI-Nan","B","C",NA,NA,NA,NA,NA,NA,"Katinga","18","variety_trial",NA
939,"Ghana","Northern","Man","community","PGN16021-39","SARI-Nan","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Katinga","30","variety_trial",NA
941,"Ghana","Northern","Man","community","PGN16021-39","CRI-Apomuden","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Katinga","35","variety_trial",NA
944,"Ghana","Northern","Woman","community","PGN16024-27","PGN16021-39","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"Katinga","18","variety_trial",NA
946,"Ghana","Northern","Man","community","PGN16024-27","SARI-Diedi (Tu-Purple)","PGN16024-28","C","A",NA,NA,NA,NA,NA,NA,"Katinga","40","variety_trial",NA
950,"Ghana","Northern","Woman","community","PGN16030-30","PGN16021-39","PGN16024-28","C","A",NA,NA,NA,NA,NA,NA,"Katinga","48","variety_trial",NA
952,"Ghana","Northern","Woman","community","PGN16092-6","PGN16030-30","PGN16024-27","B","A",NA,NA,NA,NA,NA,NA,"Katinga","19","variety_trial",NA
954,"Ghana","Northern","Woman","community","PGN16130-4","PGN16092-6","PGN16024-28","C","B",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
956,"Ghana","Northern","Man","community","PGN16130-4","PGN16030-30","PGN16203-18","C","B",NA,NA,NA,NA,NA,NA,"Katinga","25","variety_trial",NA
958,"Ghana","Northern","Man","community","PGN16203-18","PGN16092-6","PGN14011-24","B","C",NA,NA,NA,NA,NA,NA,"Katinga","19","variety_trial",NA
960,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","PGN14011-24","PGN16130-4","A","B",NA,NA,NA,NA,NA,NA,"Katinga","38","variety_trial",NA
962,"Ghana","Northern","Man","community","PGN16203-18","SARI-Nyumingre (Obare)","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Katinga","32","variety_trial",NA
964,"Ghana","Northern","Woman","community","SARI-Nan","PGN14011-24","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Katinga","26","variety_trial",NA
966,"Ghana","Northern","Man","community","SARI-Nyumingre (Obare)","CRI-Ligri","CRI-Apomuden","B","C",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
968,"Ghana","Northern","Man","community","SARI-Diedi (Tu-Purple)","CRI-Ligri","SARI-Nan","B","C",NA,NA,NA,NA,NA,NA,"Katinga","42","variety_trial",NA
973,"Ghana","Northern","Man","community","CRI-Ligri","PGN16021-39","CRI-Apomuden","A","B",NA,NA,NA,NA,NA,NA,"Katinga","37","variety_trial",NA
975,"Ghana","Northern","Man","community","CRI-Ligri","SARI-Diedi (Tu-Purple)","PGN16024-27","A","C",NA,NA,NA,NA,NA,NA,"Katinga","50","variety_trial",NA
978,"Ghana","Northern","Woman","community","PGN16024-28","PGN16021-39","SARI-Diedi (Tu-Purple)","C","A",NA,NA,NA,NA,NA,NA,"Katinga","30","variety_trial",NA
980,"Ghana","Northern","Man","community","PGN16030-30","PGN16021-39","PGN16024-27","B","C",NA,NA,NA,NA,NA,NA,"Katinga","40","variety_trial",NA
982,"Ghana","Northern","Man","community","PGN16024-28","PGN16024-27","PGN16092-6","A","C",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
984,"Ghana","Northern","Woman","community","PGN16024-28","PGN16130-4","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"Katinga","25","variety_trial",NA
985,"Ghana","Northern","Woman","community","PGN16203-18","PGN16030-30","PGN16092-6","C","B",NA,NA,NA,NA,NA,NA,"Katinga","30","variety_trial",NA
987,"Ghana","Northern","Man","community","PGN16130-4","PGN14011-24","PGN16092-6","A","B",NA,NA,NA,NA,NA,NA,"Katinga","28","variety_trial",NA
989,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN16203-18","PGN16130-4","A","C",NA,NA,NA,NA,NA,NA,"Katinga","27","variety_trial",NA
991,"Ghana","Northern","Woman","community","SARI-Nan","PGN14011-24","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"Katinga","35","variety_trial",NA
995,"Ghana","Northern","Man","community","PGN14011-24","CRI-Apomuden","SARI-Nyumingre (Obare)","B","A",NA,NA,NA,NA,NA,NA,"Katinga","19","variety_trial",NA
997,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","CRI-Ligri","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"Katinga","25","variety_trial",NA
999,"Ghana","Northern","Man","community","SARI-Nan","CRI-Apomuden","SARI-Diedi (Tu-Purple)","A","B",NA,NA,NA,NA,NA,NA,"Katinga","34","variety_trial",NA
1000,"Ghana","Northern","Woman","community","CRI-Ligri","SARI-Diedi (Tu-Purple)","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"Katinga","35","variety_trial",NA
1002,"Ghana","Northern","Woman","community","PGN16021-39","SARI-Diedi (Tu-Purple)","CRI-Ligri","A","B",NA,NA,NA,NA,NA,NA,"Katinga","42","variety_trial",NA
1004,"Ghana","Northern","Woman","community","PGN16021-39","PGN16024-27","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"Katinga","22","variety_trial",NA
1007,"Ghana","Northern","Woman","community","PGN16024-27","PGN16021-39","PGN16024-28","A","B",NA,NA,NA,NA,NA,NA,"Katinga","38","variety_trial",NA
1009,"Ghana","Northern","Woman","community","PGN16030-30","PGN16024-27","PGN16024-28","B","C",NA,NA,NA,NA,NA,NA,"Katinga","46","variety_trial",NA
1011,"Ghana","Northern","Woman","community","PGN16030-30","PGN16024-28","PGN16092-6","A","C",NA,NA,NA,NA,NA,NA,"Katinga","51","variety_trial",NA
1013,"Ghana","Northern","Woman","community","PGN16030-30","PGN16092-6","PGN16130-4","A","B",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
1017,"Ghana","Northern","Man","community","PGN16130-4","PGN16203-18","PGN16092-6","C","A",NA,NA,NA,NA,NA,NA,"Katinga","20","variety_trial",NA
1019,"Ghana","Northern","Woman","community","PGN16203-18","PGN16130-4","PGN14011-24","A","C",NA,NA,NA,NA,NA,NA,"Katinga","35","variety_trial",NA
1020,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","PGN14011-24","PGN16203-18","C","A",NA,NA,NA,NA,NA,NA,"Katinga","29","variety_trial",NA
1022,"Ghana","Northern","Woman","community","SARI-Nan","SARI-Nyumingre (Obare)","PGN14011-24","B","C",NA,NA,NA,NA,NA,NA,"Katinga","24","variety_trial",NA
1024,"Ghana","Northern","Woman","community","SARI-Nyumingre (Obare)","CRI-Apomuden","SARI-Nan","A","C",NA,NA,NA,NA,NA,NA,"Katinga","23","variety_trial",NA
1025,"Ghana","Northern","Woman","community","CRI-Ligri","CRI-Apomuden","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"Katinga","26","variety_trial",NA
1028,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","CRI-Apomuden","PGN16203-18","B","A",NA,NA,NA,NA,NA,NA,"WA","56","variety_trial",NA
1030,"Ghana","Upper West","Man","community","PGN14011-24","SARI-Nan","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"WA","39","variety_trial",NA
1032,"Ghana","Upper West","Man","community","SARI-Diedi (Tu-Purple)","CRI-Apomuden","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"WA","38","variety_trial",NA
1033,"Ghana","Upper West","Man","community","CRI-Ligri","PGN16021-39","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"WA","48","variety_trial",NA
1038,"Ghana","Upper West","Man","community","PGN16024-27","CRI-Apomuden","SARI-Diedi (Tu-Purple)","C","A",NA,NA,NA,NA,NA,NA,"WA","37","variety_trial",NA
1039,"Ghana","Upper West","Man","community","PGN16021-39","PGN16024-28","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"WA","32","variety_trial",NA
1042,"Ghana","Upper West","Man","community","PGN16030-30","SARI-Diedi (Tu-Purple)","PGN16024-27","B","A",NA,NA,NA,NA,NA,NA,"WA","31","variety_trial",NA
1043,"Ghana","Upper West","Man","community","PGN16021-39","PGN16092-6","PGN16024-28","A","C",NA,NA,NA,NA,NA,NA,"WA","32","variety_trial",NA
1046,"Ghana","Upper West","Man","community","PGN16024-27","PGN16130-4","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"WA","48","variety_trial",NA
1048,"Ghana","Upper West","Man","community","PGN16092-6","PGN16024-28","PGN16203-18","A","B",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1050,"Ghana","Upper West","Man","community","PGN16030-30","PGN14011-24","PGN16130-4","C","B",NA,NA,NA,NA,NA,NA,"WA","43","variety_trial",NA
1052,"Ghana","Upper West","Man","community","PGN16203-18","PGN16092-6","SARI-Nyumingre (Obare)","B","A",NA,NA,NA,NA,NA,NA,"WA","18","variety_trial",NA
1054,"Ghana","Upper West","Man","community","PGN14011-24","PGN16130-4","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"WA","25","variety_trial",NA
1056,"Ghana","Upper West","Man","community","SARI-Nyumingre (Obare)","PGN16024-27","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"WA","23","variety_trial",NA
1060,"Ghana","Upper West","Man","community","PGN16024-28","SARI-Nan","CRI-Ligri","C","B",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1061,"Ghana","Upper West","Man","community","CRI-Apomuden","PGN16030-30","SARI-Diedi (Tu-Purple)","C","B",NA,NA,NA,NA,NA,NA,"WA","38","variety_trial",NA
1064,"Ghana","Upper West","Man","community","PGN16092-6","CRI-Ligri","PGN16021-39","C","B",NA,NA,NA,NA,NA,NA,"WA","62","variety_trial",NA
1066,"Ghana","Upper West","Man","community","PGN16024-27","PGN16130-4","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"WA","37","variety_trial",NA
1068,"Ghana","Upper West","Woman","community","PGN16024-28","PGN16021-39","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"WA","38","variety_trial",NA
1070,"Ghana","Upper West","Man","community","PGN14011-24","PGN16024-27","PGN16030-30","A","C",NA,NA,NA,NA,NA,NA,"WA","28","variety_trial",NA
1072,"Ghana","Upper West","Man","community","PGN16024-28","SARI-Nyumingre (Obare)","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"WA","41","variety_trial",NA
1074,"Ghana","Upper West","Man","community","SARI-Nan","PGN16030-30","PGN16130-4","C","B",NA,NA,NA,NA,NA,NA,"WA","47","variety_trial",NA
1076,"Ghana","Upper West","Man","community","PGN16092-6","CRI-Apomuden","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1077,"Ghana","Upper West","Man","community","CRI-Ligri","PGN16130-4","PGN14011-24","A","C",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1082,"Ghana","Upper West","Man","community","SARI-Diedi (Tu-Purple)","PGN16203-18","SARI-Nyumingre (Obare)","A","B",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1083,"Ghana","Upper West","Man","community","PGN16021-39","SARI-Nan","PGN14011-24","A","B",NA,NA,NA,NA,NA,NA,"WA","39","variety_trial",NA
1086,"Ghana","Upper West","Man","community","PGN16092-6","PGN16203-18","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"WA","43","variety_trial",NA
1087,"Ghana","Upper West","Man","community","CRI-Ligri","PGN16130-4","PGN14011-24","B","A",NA,NA,NA,NA,NA,NA,"WA","43","variety_trial",NA
1090,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PGN16203-18","SARI-Nyumingre (Obare)","B","A",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1092,"Ghana","Upper West","Man","community","SARI-Nan","PGN14011-24","PGN16021-39","C","B",NA,NA,NA,NA,NA,NA,"WA","27","variety_trial",NA
1093,"Ghana","Upper West","Woman","community","CRI-Apomuden","SARI-Nyumingre (Obare)","PGN16024-27","A","C",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1096,"Ghana","Upper West","Man","community","PGN16024-28","SARI-Nan","CRI-Ligri","C","A",NA,NA,NA,NA,NA,NA,"WA","42","variety_trial",NA
1098,"Ghana","Upper West","Man","community","SARI-Diedi (Tu-Purple)","PGN16030-30","CRI-Apomuden","B","A",NA,NA,NA,NA,NA,NA,"WA","38","variety_trial",NA
1099,"Ghana","Upper West","Man","community","PGN16021-39","CRI-Ligri","PGN16092-6","B","C",NA,NA,NA,NA,NA,NA,"WA","52","variety_trial",NA
1104,"Ghana","Upper West","Woman","community","PGN16024-27","SARI-Diedi (Tu-Purple)","PGN16130-4","A","C",NA,NA,NA,NA,NA,NA,"WA","56","variety_trial",NA
1105,"Ghana","Upper West","Woman","community","PGN16021-39","PGN16203-18","PGN16024-28","A","C",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1108,"Ghana","Upper West","Man","community","PGN16030-30","PGN16024-27","PGN14011-24","A","B",NA,NA,NA,NA,NA,NA,"WA","19","variety_trial",NA
1110,"Ghana","Upper West","Woman","community","PGN16024-28","SARI-Nyumingre (Obare)","PGN16092-6","C","A",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1112,"Ghana","Upper West","Woman","community","PGN16130-4","SARI-Nan","PGN16030-30","B","C",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1114,"Ghana","Upper West","Man","community","PGN16203-18","PGN16030-30","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"WA","26","variety_trial",NA
1115,"Ghana","Upper West","Woman","community","CRI-Ligri","PGN16092-6","PGN14011-24","C","B",NA,NA,NA,NA,NA,NA,"WA","50","variety_trial",NA
1118,"Ghana","Upper West","Woman","community","PGN16130-4","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","A","C",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1119,"Ghana","Upper West","Man","community","PGN16021-39","PGN16203-18","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"WA","66","variety_trial",NA
1122,"Ghana","Upper West","Man","community","PGN16024-27","PGN14011-24","CRI-Apomuden","A","C",NA,NA,NA,NA,NA,NA,"WA","23","variety_trial",NA
1126,"Ghana","Upper West","Woman","community","PGN16024-28","CRI-Ligri","SARI-Nyumingre (Obare)","A","B",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1128,"Ghana","Upper West","Woman","community","PGN16030-30","SARI-Nan","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"WA","47","variety_trial",NA
1129,"Ghana","Upper West","Man","community","PGN16021-39","CRI-Apomuden","PGN16092-6","C","B",NA,NA,NA,NA,NA,NA,"WA","24","variety_trial",NA
1132,"Ghana","Upper West","Woman","community","PGN16024-27","PGN16130-4","CRI-Ligri","B","C",NA,NA,NA,NA,NA,NA,"WA","50","variety_trial",NA
1134,"Ghana","Upper West","Woman","community","PGN16203-18","SARI-Diedi (Tu-Purple)","PGN16024-28","B","C",NA,NA,NA,NA,NA,NA,"WA","51","variety_trial",NA
1135,"Ghana","Upper West","Woman","community","PGN16021-39","PGN14011-24","PGN16030-30","A","B",NA,NA,NA,NA,NA,NA,"WA","58","variety_trial",NA
1138,"Ghana","Upper West","Man","community","SARI-Nyumingre (Obare)","PGN16092-6","PGN16024-27","C","B",NA,NA,NA,NA,NA,NA,"WA","30","variety_trial",NA
1140,"Ghana","Upper West","Woman","community","SARI-Nan","PGN16024-28","PGN16130-4","A","B",NA,NA,NA,NA,NA,NA,"WA","68","variety_trial",NA
1141,"Ghana","Upper West","Woman","community","CRI-Apomuden","PGN16130-4","PGN16024-27","A","C",NA,NA,NA,NA,NA,NA,"WA","32","variety_trial",NA
1143,"Ghana","Upper West","Woman","community","CRI-Ligri","PGN16024-28","PGN16203-18","A","B",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1148,"Ghana","Upper West","Woman","community","PGN14011-24","SARI-Diedi (Tu-Purple)","PGN16030-30","C","B",NA,NA,NA,NA,NA,NA,"WA","20","variety_trial",NA
1150,"Ghana","Upper West","Woman","community","PGN16092-6","PGN16021-39","SARI-Nyumingre (Obare)","B","C",NA,NA,NA,NA,NA,NA,"WA","46","variety_trial",NA
1152,"Ghana","Upper West","Woman","community","PGN16130-4","PGN16024-27","SARI-Nan","C","B",NA,NA,NA,NA,NA,NA,"WA","30","variety_trial",NA
1154,"Ghana","Upper West","Woman","community","PGN16203-18","CRI-Apomuden","PGN16024-28","A","B",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1156,"Ghana","Upper West","Woman","community","PGN14011-24","CRI-Ligri","PGN16030-30","B","C",NA,NA,NA,NA,NA,NA,"WA","52","variety_trial",NA
1158,"Ghana","Upper West","Woman","community","PGN16092-6","SARI-Diedi (Tu-Purple)","SARI-Nyumingre (Obare)","C","A",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1160,"Ghana","Upper West","Woman","community","SARI-Nan","PGN16130-4","PGN16021-39","C","B",NA,NA,NA,NA,NA,NA,"WA","27","variety_trial",NA
1161,"Ghana","Upper West","Woman","community","CRI-Apomuden","PGN16024-27","PGN16203-18","A","B",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1163,"Ghana","Upper West","Woman","community","CRI-Ligri","PGN14011-24","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1166,"Ghana","Upper West","Woman","community","PGN16030-30","SARI-Nyumingre (Obare)","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"WA","49","variety_trial",NA
1170,"Ghana","Upper West","Man","community","SARI-Nan","PGN16021-39","PGN16092-6","C","B",NA,NA,NA,NA,NA,NA,"WA","54","variety_trial",NA
1172,"Ghana","Upper West","Man","community","PGN16130-4","CRI-Apomuden","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1173,"Ghana","Upper West","Woman","community","CRI-Ligri","PGN16203-18","PGN16021-39","C","A",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1176,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","PGN14011-24","PGN16024-27","B","A",NA,NA,NA,NA,NA,NA,"WA","63","variety_trial",NA
1178,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PGN16021-39","PGN16024-28","B","C",NA,NA,NA,NA,NA,NA,"WA","30","variety_trial",NA
1180,"Ghana","Upper West","Woman","community","PGN16030-30","PGN16024-27","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1181,"Ghana","Upper West","Woman","community","CRI-Apomuden","PGN16024-28","PGN16092-6","C","A",NA,NA,NA,NA,NA,NA,"WA","75","variety_trial",NA
1184,"Ghana","Upper West","Man","community","PGN16130-4","PGN16030-30","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"WA","28","variety_trial",NA
1186,"Ghana","Upper West","Man","community","SARI-Diedi (Tu-Purple)","PGN16092-6","PGN16203-18","B","C",NA,NA,NA,NA,NA,NA,"WA","32","variety_trial",NA
1188,"Ghana","Upper West","Woman","community","PGN16130-4","PGN16021-39","PGN14011-24","B","A",NA,NA,NA,NA,NA,NA,"WA","60","variety_trial",NA
1194,"Ghana","Upper West","Woman","community","PGN16203-18","PGN16024-27","SARI-Nyumingre (Obare)","B","A",NA,NA,NA,NA,NA,NA,"WA","47","variety_trial",NA
1196,"Ghana","Upper West","Woman","community","SARI-Nan","PGN16024-28","PGN14011-24","A","B",NA,NA,NA,NA,NA,NA,"WA","42","variety_trial",NA
1197,"Ghana","Upper West","Woman","community","CRI-Apomuden","PGN16030-30","SARI-Nyumingre (Obare)","A","B",NA,NA,NA,NA,NA,NA,"WA","56","variety_trial",NA
1200,"Ghana","Upper West","Woman","community","SARI-Nan","PGN16092-6","CRI-Ligri","C","A",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1201,"Ghana","Upper West","Woman","community","CRI-Apomuden","PGN16092-6","PGN16024-27","B","A",NA,NA,NA,NA,NA,NA,"WA","37","variety_trial",NA
1204,"Ghana","Upper West","Woman","community","PGN16130-4","CRI-Ligri","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1206,"Ghana","Upper West","Woman","community","PGN16030-30","PGN16203-18","SARI-Diedi (Tu-Purple)","B","A",NA,NA,NA,NA,NA,NA,"WA","25","variety_trial",NA
1208,"Ghana","Upper West","Woman","community","PGN16092-6","PGN14011-24","PGN16021-39","B","A",NA,NA,NA,NA,NA,NA,"WA","38","variety_trial",NA
1210,"Ghana","Upper West","Man","community","PGN16024-27","SARI-Nyumingre (Obare)","PGN16130-4","C","A",NA,NA,NA,NA,NA,NA,"WA","37","variety_trial",NA
1212,"Ghana","Upper West","Woman","community","PGN16203-18","SARI-Nan","PGN16024-28","B","A",NA,NA,NA,NA,NA,NA,"WA","50","variety_trial",NA
1216,"Ghana","Upper West","Woman","community","PGN16030-30","PGN14011-24","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"WA","37","variety_trial",NA
1218,"Ghana","Upper West","Woman","community","PGN16092-6","SARI-Nyumingre (Obare)","CRI-Ligri","B","A",NA,NA,NA,NA,NA,NA,"WA","40","variety_trial",NA
1220,"Ghana","Upper West","Woman","community","SARI-Nan","SARI-Diedi (Tu-Purple)","PGN16130-4","B","A",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1222,"Ghana","Upper West","Woman","community","PGN16203-18","CRI-Apomuden","PGN16021-39","A","C",NA,NA,NA,NA,NA,NA,"WA","43","variety_trial",NA
1224,"Ghana","Upper West","Woman","community","PGN16024-27","CRI-Ligri","PGN14011-24","B","C",NA,NA,NA,NA,NA,NA,"WA","55","variety_trial",NA
1226,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PGN16024-28","SARI-Diedi (Tu-Purple)","B","C",NA,NA,NA,NA,NA,NA,"WA","54","variety_trial",NA
1227,"Ghana","Upper West","Woman","community","PGN16021-39","PGN16030-30","SARI-Nan","C","A",NA,NA,NA,NA,NA,NA,"WA","55","variety_trial",NA
1229,"Ghana","Upper West","Woman","community","PGN16021-39","PGN16024-28","CRI-Apomuden","C","A",NA,NA,NA,NA,NA,NA,"WA","18","variety_trial",NA
1232,"Ghana","Upper West","Woman","community","PGN16024-27","CRI-Ligri","PGN16030-30","C","A",NA,NA,NA,NA,NA,NA,"WA","45","variety_trial",NA
1234,"Ghana","Upper West","Woman","community","PGN16024-28","SARI-Diedi (Tu-Purple)","PGN16092-6","B","A",NA,NA,NA,NA,NA,NA,"WA","42","variety_trial",NA
1238,"Ghana","Upper West","Woman","community","PGN16030-30","PGN16021-39","PGN16130-4","C","A",NA,NA,NA,NA,NA,NA,"WA","48","variety_trial",NA
1240,"Ghana","Upper West","Man","community","PGN16203-18","PGN16024-27","PGN16092-6","B","A",NA,NA,NA,NA,NA,NA,"WA","30","variety_trial",NA
1242,"Ghana","Upper West","Man","community","PGN16130-4","PGN16024-28","PGN14011-24","A","B",NA,NA,NA,NA,NA,NA,"WA","36","variety_trial",NA
1244,"Ghana","Upper West","Woman","community","SARI-Nyumingre (Obare)","PGN16030-30","PGN16203-18","C","A",NA,NA,NA,NA,NA,NA,"WA","55","variety_trial",NA
1246,"Ghana","Upper West","Woman","community","PGN14011-24","PGN16092-6","SARI-Nan","A","B",NA,NA,NA,NA,NA,NA,"WA","32","variety_trial",NA
1248,"Ghana","Upper West","Man","community","PGN16130-4","SARI-Nyumingre (Obare)","CRI-Apomuden","C","B",NA,NA,NA,NA,NA,NA,"WA","20","variety_trial",NA
1250,"Ghana","Upper West","Woman","community","PGN16203-18","CRI-Ligri","SARI-Nan","B","A",NA,NA,NA,NA,NA,NA,"WA","58","variety_trial",NA
1251,"Ghana","Upper West","Man","community","CRI-Apomuden","PGN14011-24","SARI-Diedi (Tu-Purple)","A","C",NA,NA,NA,NA,NA,NA,"WA","29","variety_trial",NA
1253,"Ghana","Upper West","Woman","community","CRI-Ligri","SARI-Nyumingre (Obare)","PGN16021-39","C","A",NA,NA,NA,NA,NA,NA,"WA","35","variety_trial",NA
1256,"Ghana","Upper West","Woman","community","SARI-Diedi (Tu-Purple)","SARI-Nan","PGN16024-27","C","A",NA,NA,NA,NA,NA,NA,"WA","25","variety_trial",NA
